Category,PurchaseAmount
Food,17549
Books,11311
Electronics,12946
Books,14714
Home,13614
Electronics,13941
Clothing,16166
Food,16009
Electronics,11615
Health,8329
Books,11662
Electronics,11350
Books,12281
Food,3189
Food,5127
Beauty,4061
Clothing,12380
Books,8307
Electronics,11369
Books,1774
Electronics,9655
Beauty,15806
Clothing,8861
Electronics,9219
Electronics,15993
Food,10502
Food,2804
Electronics,4502
Food,12899
Electronics,3654
Clothing,9252
Clothing,5564
Clothing,5211
Electronics,1915
Food,9726
Electronics,5883
Clothing,18679
Food,10660
Electronics,1826
Books,4403
Food,10049
Books,6001
Books,3530
Books,12727
Electronics,2127
Books,3451
Clothing,6893
Food,4043
Health,2637
Electronics,17793
Books,16054
Clothing,5544
Electronics,8181
Food,12056
Books,18390
Health,8205
Electronics,10859
Electronics,16145
Books,16204
Food,11764
Health,12792
Beauty,3048
Clothing,3527
Clothing,5998
Electronics,12097
Electronics,10223
Health,4641
Food,3849
Clothing,14671
Clothing,10994
Clothing,14780
Clothing,6639
Electronics,13988
Beauty,3934
Home,10503
Health,2822
Electronics,15599
Food,3454
Electronics,3014
Electronics,9668
Health,11359
Books,17749
Books,13005
Books,3309
Beauty,6917
Clothing,17069
Food,12212
Clothing,9037
Food,21038
Clothing,7283
Books,3289
Home,10856
Clothing,3422
Electronics,3175
Clothing,12951
Electronics,13729
Food,10287
Food,11132
Electronics,3666
Beauty,17749
Electronics,13384
Food,5480
Food,12563
Electronics,5075
Beauty,15854
Health,11321
Electronics,6038
Books,9186
Food,7919
Clothing,11828
Books,9794
Clothing,13939
Electronics,7185
Electronics,4242
Electronics,13085
Electronics,10355
Books,8415
Health,5476
Books,3083
Clothing,8459
Books,10729
Food,5206
Home,14512
Clothing,3684
Clothing,4283
Electronics,12729
Electronics,5953
Books,2850
Food,13522
Food,3459
Clothing,8247
Health,14596
Beauty,8574
Books,8512
Electronics,7037
Food,16205
Books,6578
Clothing,12829
Books,7928
Books,5068
Food,5767
Clothing,20582
Clothing,9489
Electronics,7629
Beauty,3255
Clothing,7993
Home,3429
Food,6719
Home,11847
Clothing,15603
Books,15159
Electronics,4629
Books,12523
Clothing,9118
Health,10824
Food,14878
Clothing,5034
Clothing,4328
Electronics,6163
Books,17758
Health,18854
Home,12517
Home,8829
Electronics,1894
Clothing,3451
Electronics,3385
Food,2268
Books,12661
Health,16045
Food,16745
Clothing,9385
Clothing,8948
Electronics,16959
Electronics,11785
Health,2514
Clothing,4441
Electronics,7097
Health,3655
Beauty,11675
Electronics,17758
Electronics,13743
Clothing,17300
Electronics,11109
Electronics,12213
Beauty,3313
Electronics,10285
Books,17750
Food,8530
Clothing,4851
Books,2667
Books,5358
Electronics,9572
Home,6287
Clothing,11711
Electronics,11125
Health,7554
Home,13340
Electronics,6114
Books,12123
Electronics,12225
Food,5765
Books,4081
Beauty,12896
Electronics,13515
Food,9175
Health,7378
Food,20071
Food,9527
Electronics,3345
Clothing,11496
Books,11395
Clothing,15068
Clothing,5493
Clothing,14005
Electronics,10861
Electronics,4478
Health,6799
Electronics,7604
Food,7618
Clothing,16696
Clothing,9440
Food,4818
Health,2162
Electronics,3886
Health,6334
Books,5697
Electronics,2562
Electronics,2305
Food,7467
Food,10307
Clothing,10434
Food,19578
Health,7569
Electronics,11965
Electronics,7841
Clothing,6101
Food,15032
Health,5447
Electronics,2119
Beauty,4811
Beauty,19941
Electronics,20438
Books,7999
Electronics,11656
Electronics,4085
Books,12992
Clothing,7302
Electronics,11064
Electronics,12413
Electronics,16245
Electronics,8237
Home,9698
Books,7223
Electronics,7203
Health,5078
Clothing,4110
Beauty,12236
Health,4984
Food,3469
Electronics,10202
Electronics,8517
Electronics,9657
Electronics,10845
Electronics,8049
Clothing,13908
Food,6664
Electronics,10933
Electronics,18471
Electronics,4792
Electronics,11106
Clothing,16095
Clothing,3696
Electronics,12383
Electronics,10680
Books,16132
Electronics,4390
Food,14608
Electronics,11282
Clothing,9726
Clothing,7805
Beauty,19800
Electronics,15552
Clothing,17652
Clothing,8768
Health,20009
Clothing,14230
Home,3379
Clothing,14449
Beauty,2857
Books,15495
Electronics,5679
Books,4965
Books,10743
Electronics,5649
Clothing,6985
Food,2574
Clothing,8183
Electronics,4340
Electronics,8608
Food,3455
Electronics,4879
Clothing,13954
Electronics,3725
Clothing,14975
Health,15095
Beauty,11903
Home,4543
Home,3742
Books,16631
Electronics,7797
Clothing,3683
Books,8141
Health,13941
Electronics,7065
Electronics,14343
Books,17839
Health,13663
Electronics,2168
Clothing,12913
Clothing,1965
Health,8011
Electronics,2478
Home,11038
Food,14562
Clothing,4543
Electronics,4515
Electronics,6628
Health,15160
Clothing,14211
Electronics,9441
Food,13582
Electronics,9149
Clothing,7183
Electronics,3032
Health,6373
Electronics,3947
Electronics,7839
Health,4541
Books,7673
Beauty,7119
Electronics,17483
Health,11245
Clothing,10467
Books,17296
Food,16552
Electronics,15236
Electronics,16802
Electronics,2119
Electronics,5939
Food,5823
Books,13328
Beauty,5557
Electronics,3220
Electronics,18507
Home,1818
Health,10020
Food,8379
Clothing,16150
Electronics,14410
Electronics,5555
Electronics,2812
Books,9181
Clothing,14772
Beauty,14193
Beauty,7624
Health,12470
Electronics,10866
Beauty,9803
Books,14120
Food,2972
Electronics,6008
Food,5003
Electronics,8636
Books,13324
Clothing,9992
Food,11591
Health,4178
Health,5780
Electronics,8634
Electronics,17656
Health,2467
Electronics,2053
Food,9891
Electronics,17141
Beauty,4609
Clothing,14031
Electronics,12300
Electronics,13416
Food,3355
Electronics,3212
Food,15693
Health,6547
Electronics,12103
Food,11806
Food,21737
Food,6514
Electronics,5521
Electronics,3478
Health,8491
Electronics,4437
Clothing,18991
Electronics,7324
Clothing,5029
Electronics,6658
Home,14388
Clothing,2207
Food,6197
Electronics,14450
Food,11655
Clothing,11420
Clothing,12753
Clothing,11674
Electronics,1972
Food,13260
Clothing,11613
Clothing,16607
Clothing,2545
Clothing,13525
Food,20635
Clothing,14196
Food,5464
Food,10962
Home,20491
Books,8481
Beauty,5023
Electronics,12847
Electronics,12485
Home,10126
Electronics,8563
Clothing,3644
Clothing,11267
Books,20091
Clothing,5169
Beauty,11012
Home,16059
Electronics,1887
Health,7690
Food,8613
Food,5720
Clothing,5650
Electronics,17405
Books,4431
Food,18825
Clothing,10692
Electronics,5208
Electronics,6386
Beauty,11448
Books,14190
Electronics,2458
Electronics,11261
Health,7549
Clothing,10985
Books,14365
Electronics,3196
Electronics,15693
Food,2011
Electronics,12301
Clothing,17748
Electronics,11742
Beauty,15592
Food,3467
Clothing,14667
Books,4809
Electronics,5006
Electronics,11062
Electronics,8999
Food,15672
Books,13573
Health,3465
Clothing,20362
Electronics,10739
Books,12368
Electronics,12483
Clothing,7447
Beauty,3288
Electronics,11629
Food,15808
Books,13149
Clothing,10897
Electronics,8717
Clothing,4441
Food,6735
Health,4924
Food,11248
Health,19985
Home,8016
Electronics,15707
Books,14131
Clothing,4785
Food,1993
Electronics,10767
Electronics,6413
Electronics,2516
Health,13422
Electronics,11933
Electronics,18027
Food,2814
Health,10790
Electronics,3747
Books,16807
Electronics,9610
Clothing,6936
Food,9679
Clothing,10118
Electronics,2632
Food,17992
Health,12249
Health,16900
Electronics,15167
Health,13753
Food,1807
Beauty,11873
Electronics,8394
Books,2583
Food,16741
Electronics,7045
Books,2560
Books,10955
Clothing,10112
Food,6134
Food,4790
Electronics,3250
Beauty,2370
Clothing,15886
Clothing,7967
Home,15338
Electronics,9374
Home,17390
Food,15399
Books,8461
Electronics,13678
Electronics,11054
Books,12366
Books,12848
Clothing,13628
Health,15047
Books,12976
Home,1948
Electronics,3751
Clothing,5672
Beauty,3389
Clothing,12647
Clothing,7145
Electronics,5625
Electronics,2164
Electronics,8944
Clothing,4981
Health,13680
Food,4355
Electronics,16604
Health,15560
Electronics,15110
Electronics,7822
Books,12809
Home,14213
Electronics,8019
Electronics,3745
Books,13459
Clothing,4410
Electronics,5911
Clothing,13339
Books,9297
Health,13718
Electronics,8260
Electronics,14877
Books,16343
Clothing,12186
Home,12624
Food,3865
Electronics,5201
Books,3251
Food,10094
Electronics,5385
Electronics,2717
Electronics,17585
Food,14648
Books,3971
Clothing,5317
Home,10120
Health,11366
Books,15347
Food,9182
Food,9291
Electronics,5904
Books,7441
Clothing,11771
Health,9358
Health,5097
Food,2051
Electronics,2861
Clothing,3177
Food,10393
Clothing,9143
Health,16063
Books,11697
Clothing,5617
Electronics,14184
Food,11031
Food,7815
Beauty,16507
Home,11364
Clothing,6510
Clothing,7069
Food,3524
Beauty,10448
Electronics,5179
Clothing,8647
Food,5443
Food,2651
Books,7526
Books,16578
Food,13472
Beauty,6142
Clothing,13813
Clothing,11661
Electronics,14200
Electronics,8000
Beauty,15742
Health,2499
Electronics,5791
Electronics,9632
Books,4233
Electronics,5899
Beauty,6282
Food,15717
Books,18134
Electronics,4349
Electronics,3876
Clothing,4308
Electronics,11342
Electronics,2008
Electronics,15249
Food,14989
Electronics,11317
Food,10418
Beauty,1798
Food,5054
Health,12127
Clothing,16174
Books,13623
Electronics,10776
Food,2417
Clothing,4356
Clothing,15478
Electronics,7170
Beauty,12989
Electronics,7791
Health,5514
Electronics,10143
Food,5252
Home,10077
Electronics,12843
Electronics,2880
Electronics,19919
Electronics,10672
Clothing,6798
Electronics,13528
Food,4659
Books,14336
Clothing,3364
Clothing,15411
Books,14147
Electronics,6282
Clothing,1973
Books,11784
Electronics,13215
Clothing,17430
Books,11815
Food,3878
Electronics,2877
Books,6517
Beauty,16840
Food,6952
Electronics,8660
Electronics,16135
Beauty,7607
Books,7100
Clothing,16640
Beauty,5341
Clothing,19001
Electronics,14308
Books,4325
Books,7520
Books,10240
Electronics,3261
Electronics,2848
Electronics,3910
Books,9577
Electronics,10459
Clothing,9504
Beauty,5946
Clothing,4154
Electronics,11321
Clothing,8925
Health,6527
Electronics,12974
Clothing,10194
Electronics,14850
Books,4914
Health,11964
Health,10413
Electronics,7609
Food,6587
Health,12749
Clothing,4290
Clothing,6514
Books,16723
Books,18350
Electronics,10994
Electronics,2975
Clothing,7097
Clothing,17222
Food,16825
Food,9233
Clothing,14464
Electronics,5961
Health,9908
Food,17948
Electronics,17480
Clothing,7437
Electronics,5298
Electronics,4267
Food,15055
Books,11726
Food,16191
Electronics,3725
Electronics,2401
Electronics,15398
Books,15869
Clothing,15686
Food,16328
Beauty,5697
Food,12505
Beauty,3007
Electronics,3228
Clothing,6109
Electronics,14902
Food,5701
Electronics,5248
Food,8104
Books,9537
Electronics,14431
Clothing,3791
Food,8309
Clothing,7712
Electronics,2084
Books,12835
Health,10489
Beauty,19784
Electronics,9748
Health,11791
Electronics,18852
Books,5584
Electronics,5608
Electronics,18741
Electronics,17166
Food,14730
Beauty,12100
Books,4618
Books,10300
Electronics,16114
Books,2240
Electronics,11888
Electronics,11057
Electronics,15866
Clothing,4341
Electronics,11722
Electronics,1872
Clothing,8026
Beauty,7596
Clothing,16306
Electronics,21171
Beauty,10859
Electronics,6356
Books,1568
Clothing,4562
Home,13818
Books,15277
Books,16810
Food,12769
Electronics,13087
Electronics,4937
Books,9843
Electronics,8195
Electronics,6487
Home,4857
Books,13341
Electronics,14424
Food,14366
Food,13856
Clothing,7017
Food,12276
Electronics,14663
Electronics,17627
Food,13323
Clothing,18126
Electronics,9719
Beauty,9835
Beauty,2693
Books,15606
Food,4134
Books,7065
Books,3849
Health,4800
Health,2006
Electronics,15391
Electronics,10924
Books,16110
Electronics,5624
Electronics,5567
Electronics,8782
Books,6289
Books,5937
Food,5218
Electronics,10461
Electronics,15299
Clothing,1848
Beauty,4458
Books,11677
Clothing,4953
Books,2537
Food,3694
Electronics,14999
Electronics,17882
Food,17718
Clothing,13962
Clothing,10354
Books,6188
Electronics,4697
Electronics,4356
Electronics,20521
Books,7403
Food,2031
Food,2499
Food,17604
Electronics,21695
Electronics,6224
Clothing,8879
Food,2726
Clothing,7867
Clothing,15752
Electronics,14372
Health,14940
Clothing,11088
Electronics,2800
Books,9543
Home,4052
Books,9248
Electronics,14602
Electronics,8257
Electronics,9492
Beauty,4926
Health,12842
Food,4422
Books,5809
Clothing,11385
Clothing,7441
Home,6760
Clothing,4360
Electronics,22846
Clothing,12398
Clothing,3174
Electronics,12224
Electronics,6690
Books,9322
Books,6259
Food,13305
Electronics,12000
Electronics,11807
Health,8835
Clothing,9071
Books,7900
Electronics,16196
Electronics,4651
Electronics,12976
Electronics,14354
Electronics,4611
Books,14389
Clothing,4644
Food,6438
Food,8643
Electronics,7792
Health,13584
Electronics,11112
Health,12093
Clothing,9416
Clothing,6992
Beauty,5222
Food,10735
Clothing,13988
Books,9583
Books,14326
Electronics,12471
Home,3288
Clothing,6172
Books,7388
Books,12488
Home,11158
Health,4657
Books,11270
Electronics,8867
Electronics,8118
Electronics,8596
Clothing,9425
Books,11957
Electronics,4855
Books,17122
Health,16498
Clothing,10272
Books,7584
Electronics,2117
Health,8906
Books,9929
Health,6346
Books,7934
Electronics,11678
Clothing,2217
Electronics,11194
Clothing,14490
Clothing,6591
Clothing,13300
Clothing,5394
Health,6189
Health,9912
Health,13980
Clothing,3909
Food,10089
Electronics,11739
Health,7682
Electronics,6885
Clothing,15013
Electronics,14180
Clothing,2894
Health,13094
Books,6019
Clothing,15035
Home,3646
Clothing,13708
Electronics,11662
Beauty,9592
Food,11919
Electronics,8181
Food,13232
Electronics,13338
Electronics,3907
Books,12135
Books,7647
Clothing,15027
Clothing,2116
Electronics,2346
Electronics,13308
Clothing,10995
Electronics,14981
Electronics,13559
Home,18727
Home,6544
Electronics,12370
Beauty,15513
Books,20659
Electronics,12062
Electronics,19455
Food,12123
Home,5473
Electronics,2535
Food,3112
Electronics,6118
Food,8033
Clothing,10610
Electronics,3163
Books,9121
Home,4121
Electronics,1841
Food,4196
Books,3298
Electronics,10043
Health,13714
Health,9142
Electronics,14210
Health,14354
Clothing,13443
Books,5137
Health,4704
Books,2076
Electronics,8235
Home,7797
Food,11020
Electronics,8814
Electronics,6807
Home,9281
Electronics,15424
Beauty,6179
Clothing,8562
Electronics,3869
Clothing,1971
Electronics,10921
Electronics,13643
Clothing,12456
Electronics,14667
Clothing,19168
Health,3248
Electronics,11970
Electronics,21217
Health,8600
Electronics,9183
Electronics,11065
Clothing,8171
Clothing,7241
Electronics,6538
Clothing,5353
Food,18904
Electronics,12727
Beauty,3052
Books,11412
Clothing,13117
Electronics,4944
Books,8463
Food,8891
Health,12134
Health,12479
Health,8383
Clothing,7711
Health,13656
Beauty,4220
Health,8368
Electronics,16907
Books,8459
Health,9699
Electronics,6415
Health,12442
Food,14785
Electronics,12865
Electronics,9196
Food,7497
Clothing,8071
Electronics,15789
Health,5913
Books,6468
Beauty,7670
Electronics,5487
Food,2562
Electronics,15110
Health,20649
Books,18296
Books,1882
Beauty,6810
Food,11551
Books,4747
Books,12577
Electronics,5050
Food,12655
Clothing,5455
Clothing,15595
Beauty,7786
Clothing,2320
Food,17197
Electronics,14842
Books,14429
Clothing,15867
Books,2538
Home,9809
Books,9026
Books,12782
Electronics,6230
Food,16063
Health,12180
Electronics,8748
Books,15557
Electronics,10892
Clothing,2333
Electronics,8978
Beauty,8242
Electronics,11573
Clothing,3410
Electronics,5098
Electronics,7331
Food,8312
Food,6473
Electronics,12749
Home,12533
Books,15963
Electronics,2011
Clothing,5000
Books,15251
Electronics,3251
Food,19341
Electronics,2749
Books,4061
Health,12160
Health,9239
Books,14097
Electronics,10055
Clothing,3563
Books,14588
Clothing,13529
Books,15026
Food,14035
Food,8866
Books,4642
Electronics,15135
Books,14212
Clothing,17498
Electronics,10655
Electronics,10395
Books,1466
Electronics,4462
Clothing,2442
Food,10176
Home,11761
Food,7865
Electronics,3878
Electronics,16717
Electronics,7041
Electronics,11515
Food,13521
Electronics,7079
Electronics,8822
Electronics,13530
Electronics,11252
Beauty,3013
Books,13524
Electronics,8403
Health,12162
Health,11647
Books,7156
Clothing,4844
Books,16914
Clothing,12141
Home,16079
Books,7560
Books,13881
Health,3154
Clothing,18244
Food,16888
Home,12480
Health,12890
Clothing,10655
Books,3220
Food,9196
Clothing,9991
Books,11859
Electronics,7266
Electronics,3718
Clothing,2071
Books,13202
Electronics,9344
Electronics,11783
Clothing,10488
Food,12093
Clothing,7143
Food,14796
Beauty,13566
Home,15186
Electronics,6104
Health,6329
Books,6242
Books,4058
Health,9504
Health,11231
Home,2542
Clothing,13217
Electronics,8567
Books,2179
Clothing,11874
Beauty,8643
Electronics,10909
Food,5511
Beauty,7814
Food,17810
Food,12409
Beauty,11453
Electronics,9157
Electronics,2653
Books,1913
Home,1923
Clothing,14993
Clothing,2777
Electronics,13281
Food,12753
Books,13708
Health,8825
Electronics,17258
Electronics,14065
Books,4675
Electronics,5890
Food,15084
Home,7903
Health,11959
Electronics,6853
Electronics,8855
Electronics,7070
Clothing,18833
Beauty,5297
Books,12446
Clothing,8559
Books,8274
Electronics,2309
Electronics,13808
Electronics,6738
Clothing,4734
Clothing,4715
Beauty,14605
Books,5269
Electronics,8195
Food,2896
Beauty,2141
Food,7703
Electronics,18389
Electronics,20550
Clothing,13104
Books,9982
Electronics,5035
Beauty,8219
Electronics,15272
Health,9035
Electronics,11518
Electronics,5064
Books,10487
Beauty,11529
Books,2682
Beauty,9593
Food,4738
Clothing,13485
Books,4479
Home,3451
Electronics,9378
Beauty,4396
Electronics,6220
Clothing,15251
Electronics,4753
Health,8124
Food,6064
Books,3441
Electronics,5242
Food,13078
Food,6898
Books,2293
Food,13062
Electronics,15012
Electronics,10104
Beauty,5466
Books,18508
Health,4065
Food,10914
Books,13643
Electronics,6058
Electronics,4476
Home,6500
Food,10347
Clothing,9520
Food,7985
Clothing,8921
Books,14655
Electronics,15838
Electronics,2494
Electronics,6672
Clothing,5217
Electronics,11743
Clothing,10568
Clothing,2431
Clothing,5992
Food,11520
Books,12305
Beauty,14438
Clothing,16391
Clothing,1835
Electronics,6075
Beauty,5197
Health,10547
Books,16704
Health,11098
Electronics,2824
Home,2969
Food,15559
Clothing,8129
Clothing,11596
Home,13699
Clothing,18058
Electronics,3281
